classes,ncloc,functions,duplicated_lines,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,file_complexity,violations,duplicated_blocks,duplicated_files,lines,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating,Toxico
2172,122627,13063,5709,254,70.6,18745,24146,16.5,2.7,1883,12,2346,194,134,210526,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,9600,33,5,0
2172,122627,13063,5709,254,70.6,18745,24146,16.5,2.7,1883,12,2346,194,134,210526,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,9600,33,5,0
2172,122627,13063,5709,254,70.6,18745,24146,16.5,2.7,1883,12,2346,194,134,210526,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,9600,33,5,0
2172,122627,13063,5709,254,70.6,18745,24146,16.5,2.7,1883,12,2346,194,134,210526,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,9600,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2172,122626,13063,5709,254,70.6,18745,24145,16.5,2.7,1883,12,2346,194,134,210523,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,9570,33,5,0
2172,122626,13063,5709,254,70.6,18745,24145,16.5,2.7,1883,12,2346,194,134,210523,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,11760,33,5,0
2172,122626,13063,5709,254,70.6,18745,24145,16.5,2.7,1883,12,2346,194,134,210523,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,11790,33,5,0
2172,122626,13063,5709,254,70.6,18745,24145,16.5,2.7,1883,12,2346,194,134,210523,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0,2227,94,0,1319,5,270,5,6798,11790,33,5,0
2172,122626,13063,5709,254,70.6,18745,24145,16.5,2.7,1883,12,2346,194,134,210523,30741,62,294,1082,809,99,43548,71.5,10279,67,24028,1,30,2346,0,0,0.7,0.035161744,2227,94,0,1319,5,270,5,6798,14220,33,5,0
2172,122557,13060,5709,254,70.6,18741,24125,16.4,2.7,1882,12,2344,194,134,210416,30734,62,294,1082,807,99,43538,71.4,10277,66.9,21926,1,30,2344,0,0,0.6,0.04145937,2225,94,0,1299,5,270,5,6797,12060,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2172,122557,13060,5709,254,70.6,18740,24125,16.4,2.7,1882,12,2344,194,134,210416,30734,62,294,1082,807,99,43538,71.4,10275,66.9,21926,1,30,2344,0,0,0.6,0.041666667,2225,94,0,1299,5,270,5,6797,12000,33,5,0
2172,122556,13060,5709,254,70.6,18740,24117,16.4,2.7,1882,12,2345,194,134,210407,30734,62,294,1082,807,100,43538,71.4,10275,66.9,21926,1,30,2345,0,0,0.6,0.041771094,2226,94,0,1299,5,270,5,6797,11970,33,5,0
2171,122476,13051,5709,254,70.6,18720,24116,16.5,2.7,1881,12,2344,194,134,210292,30703,62,293,1082,807,100,43498,71.5,10275,66.9,21921,1,30,2344,0,0,0.6,0.199004975,2225,94,0,1299,5,270,5,6786,10050,33,5,0
2171,122476,13051,5709,254,70.6,18720,24116,16.5,2.7,1881,12,2344,194,134,210292,30703,62,293,1082,807,100,43498,71.5,10275,66.9,21921,1,30,2344,0,0,0.6,0.198412698,2225,94,0,1299,5,270,5,6786,10080,33,5,0
2171,122476,13051,5709,254,70.6,18720,24116,16.5,2.7,1881,12,2344,194,134,210292,30703,62,293,1082,807,100,43498,71.5,10275,66.9,21921,1,30,2344,0,0,0.6,0.198412698,2225,94,0,1299,5,270,5,6786,10080,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2171,122461,13051,5709,254,70.6,18717,24112,16.5,2.7,1881,12,2343,194,134,210268,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,9600,33,5,0
2171,122461,13051,5709,254,70.6,18717,24112,16.5,2.7,1881,12,2343,194,134,210268,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,9600,33,5,0
2171,122466,13051,5709,254,70.6,18717,24112,16.4,2.7,1881,12,2343,194,134,210273,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,10380,33,5,0
2171,122466,13051,5709,254,70.6,18717,24112,16.4,2.7,1881,12,2343,194,134,210273,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,11850,33,5,0
2171,122466,13051,5709,254,70.6,18717,24112,16.4,2.7,1881,12,2343,194,134,210273,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,13350,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2171,122466,13051,5709,254,70.6,18717,24112,16.4,2.7,1881,12,2343,194,134,210273,30695,62,293,1081,807,100,43488,71.5,10269,66.9,21901,1,30,2343,0,0,0.6,0,2224,94,0,1299,5,270,5,6782,13710,33,5,0
2171,122461,13050,5709,254,70.6,18715,24113,16.5,2.7,1881,12,2321,194,134,210265,30695,62,293,1059,807,100,43486,71.5,10263,66.9,21891,1,30,2321,0,0,0.6,0,2202,94,0,1299,5,270,5,6781,12900,33,5,0
2171,122360,13050,5709,254,70.6,18715,24089,16.4,2.7,1879,12,2321,194,134,210130,30695,62,293,1059,807,100,43486,71.5,10263,66.9,21891,1,30,2321,0,0,0.6,0,2202,94,0,1299,5,270,5,6781,15510,33,5,0
2171,122360,13050,5709,254,70.6,18715,24089,16.4,2.7,1879,12,2321,194,134,210130,30695,62,293,1059,807,100,43486,71.5,10263,66.9,21891,1,30,2321,0,0,0.6,0,2202,94,0,1299,5,270,5,6781,15900,33,5,0
2171,122352,13050,5709,254,70.6,18715,24088,16.4,2.7,1879,12,2321,194,134,210121,30695,62,293,1059,807,100,43486,71.5,10263,66.8,21891,1,30,2321,0,0,0.6,0,2202,94,0,1299,5,270,5,6781,15600,33,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
773,45668,3914,949,13,74.8,5950,8584,15.8,1,1031,5.9,362,28,21,93976,17440,0,17,201,142,2,13745,74.8,0,0,2178,1,16,362,0,0,0.2,0.122280451,316,46,0,320,3,0,1,3126,62970,2,1,1
737,43748,3755,933,13,73,5637,8100,15.6,1,994,5.8,351,28,21,90613,16536,0,14,194,141,2,12797,73,0,0,2111,1,16,351,0,0,0.2,0,305,46,0,320,3,0,1,2918,0,9,1,1
735,43512,3740,925,24,73.5,5610,8054,15.6,1.1,990,5.8,350,28,21,83697,16394,0,14,193,141,2,12504,73.5,0,0,2091,1,16,350,0,0,0.2,1.418439716,304,46,0,320,3,0,1,2914,2820,9,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
734,43369,3734,928,24,73.3,5571,8051,15.7,1.1,990,5.7,772,27,20,83485,16318,0,16,614,140,2,12440,73.3,0,0,2648,1,18,772,0,0,0.2,0.205761317,726,46,0,320,3,0,1,2880,2430,9,1,1
464,34742,2764,1077,8,48.2,4343,7184,17.1,1.5,710,6.2,739,33,22,71122,12209,1,9,602,125,2,18694,48.2,0,0,2306,1,18,739,0,0,0.2,0,696,42,0,260,3,30,5,2327,6870,8,1,1
456,34314,2719,1072,8,77.1,4268,6989,16.9,1.5,700,6.2,801,33,22,70029,12066,0,51,576,172,2,11775,77.1,0,0,2490,1,23,797,4,0,0.2,0.340136054,763,38,0,165,3,0,1,2290,1470,0,1,1
456,34274,2712,1074,8,77.1,4258,6969,16.9,1.5,700,6.2,793,33,22,69950,12040,0,45,574,172,2,11773,77.1,0,0,2473,1,23,789,4,0,0.2,0,756,37,0,160,2,0,1,2285,570,0,1,1
455,34148,2702,1066,8,77.1,4236,6932,16.9,1.5,699,6.2,799,33,22,69698,11973,0,37,583,171,8,11719,77.1,0,0,2958,1,17,799,0,0,0.3,0.169491525,752,47,0,265,3,0,1,2272,7080,65,1,1
475,34208,2748,1233,9,75.8,4307,7130,17.2,1.8,719,6.1,183,36,25,70020,12028,0,5,116,55,7,11583,75.8,0,0,2119,1,17,183,0,0,0.2,0.315420561,142,41,0,160,3,0,1,2283,51360,79,1,1
440,31561,2511,1006,9,74.4,3931,6836,17.8,1.5,683,5.9,126,29,20,66062,11064,0,5,65,47,9,10922,74.4,0,0,1872,1,19,125,0,1,0.2,0.641562064,88,38,0,165,2,0,1,2063,7170,1,1,1
435,30402,2428,742,9,73.1,3818,6659,18,1.1,680,5.7,213,27,19,64841,10766,0,5,113,91,4,10507,73.1,0,0,1481,1,20,212,0,1,0.2,0,111,102,0,428,3,0,1,2027,1230,4,1,1
435,30279,2428,742,9,73.1,3817,6485,17.6,1.1,680,5.7,200,27,19,64843,10760,0,5,101,90,4,10507,73.1,0,0,1476,1,20,199,0,1,0.2,0,110,90,0,313,3,0,1,2028,20550,10,1,1
432,30165,2418,748,9,73,3799,6450,17.6,1.2,677,5.7,200,27,19,64614,10684,0,5,101,90,4,10464,73,0,0,1476,1,20,199,0,1,0.2,0.129032258,110,90,0,313,3,0,1,2018,60450,10,1,1
412,27717,2209,750,9,66.7,3459,6043,17.9,0.8,669,5.3,197,29,19,60541,9837,0,3,140,51,3,9873,66.7,0,0,1759,1,27,195,0,2,0.2,0,151,46,0,200,3,0,1,1848,9960,0,0,1
413,27730,2210,876,9,66.8,3471,5993,17.8,1,669,5.3,197,31,21,60195,9840,0,3,140,51,3,9890,66.8,0,0,1759,1,50,195,0,2,0.2,0,151,46,0,200,3,0,1,1860,66330,0,0,1
390,47805,2085,732,9,66.6,3318,6521,12,0.7,853,4,173,29,18,83166,9677,0,3,112,55,3,9477,66.6,0,0,1189,1,34,170,0,3,0.1,0,127,46,0,200,3,0,1,1785,265230,0,0,1
389,47689,2076,732,9,66.4,3295,6465,11.9,0.7,852,3.9,173,29,18,82928,9620,0,3,112,55,3,9408,66.4,0,0,1189,1,34,170,0,3,0.1,0,127,46,0,200,3,0,1,1762,263970,0,0,1
374,45549,2057,731,9,65.8,3274,6411,12.3,0.7,822,4.1,174,29,18,79772,9434,0,3,112,56,3,9177,65.8,0,0,1189,1,34,171,0,3,0.1,0,127,47,0,202,3,0,1,1743,178140,0,0,1
332,40453,1852,595,9,64.9,3035,5913,12.8,0.8,773,4,284,29,14,72345,8752,0,9,115,59,101,8457,64.9,0,0,1779,1,16,279,0,5,0.1,0.081380208,228,49,0,212,3,0,1,1691,122880,0,0,1
331,40428,1849,595,9,65,3029,5907,12.7,0.8,772,4,284,29,14,72300,8742,0,9,115,59,101,8443,65,0,0,1779,1,16,279,0,5,0.1,0.081879964,228,49,0,212,3,0,1,1688,122130,0,0,1
331,40428,1849,595,9,65,3029,5907,12.7,0.8,772,4,284,29,14,72298,8742,0,9,115,59,101,8443,65,0,0,1779,1,16,279,0,5,0.1,0.075041273,228,49,0,212,3,0,1,1688,133260,0,0,1
300,38385,1667,569,9,53.1,2733,5291,12.1,0.8,725,3.8,333,51,12,68152,8047,0,9,105,70,149,7557,53.1,0,0,2172,1,12,326,0,7,0.2,0,274,55,0,227,3,0,1,1557,157200,0,0,1
300,38325,1667,575,9,53.1,2733,5304,12.2,0.8,725,3.8,333,51,12,68102,8032,0,9,105,70,149,7536,53.1,0,0,2172,1,12,326,0,7,0.2,0,274,55,0,227,3,0,1,1554,167340,0,0,1
297,38168,1662,575,9,52.7,2722,5281,12.2,0.8,722,3.8,333,51,12,67844,7968,0,9,105,70,149,7467,52.7,0,0,2172,1,12,326,0,7,0.2,0.013290803,274,55,0,227,3,0,1,1548,225720,0,0,1
281,34448,1570,575,9,51.5,2580,5008,12.7,0.9,687,3.8,201,51,12,61980,7623,0,8,28,16,149,7168,51.5,0,0,1792,1,9,194,0,7,0.2,0.018559762,198,0,0,0,1,0,1,1498,161640,0,0,1
281,34448,1570,575,9,51.5,2580,5008,12.7,0.9,687,3.8,201,51,12,61980,7623,0,8,28,16,149,7168,51.5,0,0,1792,1,9,194,0,7,0.2,0.018559762,198,0,0,0,1,0,1,1498,161640,0,0,1
255,31777,1507,523,9,49.5,2453,4716,12.9,0.9,638,3.9,218,49,11,57863,7180,0,169,28,17,4,6735,49.5,0,0,1894,1,8,211,0,7,0.2,0,215,0,0,0,1,0,1,1352,108690,0,0,1
250,30084,1467,520,0,52.4,2390,4582,13.2,0.9,615,4,218,49,11,55542,6983,0,169,28,17,4,6579,52.4,0,0,1894,1,5,211,0,7,0.2,0,215,0,0,0,1,0,1,1313,62640,0,0,1
248,29528,1425,520,0,51.7,2344,4563,13.4,1,616,3.9,215,49,11,54636,6862,0,166,28,17,4,6497,51.7,0,0,1890,1,5,208,0,7,0.2,0.100502513,215,0,0,0,1,0,1,1302,59700,0,0,1
248,29512,1425,520,0,50.1,2342,4561,13.4,1,616,3.9,221,49,11,54615,6855,0,166,32,19,4,6493,50.1,0,0,1900,1,1,214,0,7,0.2,0.102933608,217,4,0,4,3,0,1,1298,58290,0,0,1
242,25942,1288,568,0,42.7,2172,4146,13.8,1.1,590,3.7,68,51,12,49518,6359,0,8,33,18,9,7033,42.7,0,0,1252,1,1,61,0,7,0.2,0.145697972,68,0,0,0,1,0,1,1232,50790,0,0,1
243,25840,1289,568,0,42.6,2168,4148,13.8,1.1,591,3.7,67,51,12,49432,6264,0,8,33,17,9,7024,42.6,0,0,1247,1,1,60,0,7,0.2,0.173913043,67,0,0,0,1,0,1,1233,48300,0,0,1
242,25183,1284,565,0,42.4,2123,4119,14.1,1.2,580,3.7,62,51,12,48553,6148,0,6,32,16,8,6892,42.4,0,0,1191,1,1,55,0,7,0.2,0.168208579,62,0,0,0,1,0,1,1173,35670,0,0,1
224,24577,1238,565,0,41.9,2043,3967,13.9,1.2,556,3.7,56,51,12,47267,5895,0,6,29,14,7,6631,41.9,0,0,1166,1,1,49,0,7,0.2,0.159208983,56,0,0,0,1,0,1,1128,59670,0,0,1
223,24374,1231,565,0,40.4,2008,3937,13.9,1.2,554,3.6,54,51,12,46953,5814,0,7,26,14,7,6536,40.4,0,0,1148,1,1,47,0,7,0.2,0.086805556,54,0,0,0,1,0,1,1092,115200,0,0,1
217,23569,1180,571,0,37.1,1883,3776,13.8,1.3,545,3.5,69,55,12,45460,5495,0,6,47,10,6,6212,37.1,0,0,1579,1,1,60,0,9,0.2,0.101496422,69,0,0,0,1,0,1,1011,230550,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1412,93970,11653,9900,0,0,19828,4170,4.2,6.4,1182,16.8,261,535,179,154340,38353,0,134,77,34,16,0,0,0,0,5243,1,18,261,0,0,0.2,0.017271157,261,0,0,0,1,0,1,14390,5790,0,1,0
1406,93280,11564,9906,0,0,19681,4131,4.2,6.5,1177,16.7,271,535,180,153290,38102,0,134,81,39,17,0,0,0,0,5267,1,18,271,0,0,0.2,0.46336519,271,0,0,0,1,0,1,14256,34530,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1398,90629,11283,7674,0,0,18994,3837,4.1,5.1,1169,16.3,293,456,169,149471,36847,0,130,97,52,14,0,0,0,0,5662,1,18,293,0,0,0.2,0.366132723,293,0,0,0,1,0,1,13618,13110,0,1,0
1398,90539,11275,7695,0,0,18975,3833,4.1,5.2,1169,16.2,292,459,168,149369,36818,0,130,97,51,14,0,0,0,0,5642,1,18,292,0,0,0.2,0.15503876,292,0,0,0,1,0,1,13595,18060,0,1,0
1388,89776,11224,7663,0,0,18856,3884,4.1,5.2,1162,16.2,383,449,167,148431,36508,1,130,121,49,82,0,0,0,0,6493,1,18,383,0,0,0.2,0.082348729,383,0,0,0,1,0,1,13506,83790,0,1,0
1384,89440,11186,7642,0,0,18799,3876,4.2,5.2,1159,16.2,383,446,167,147954,36379,1,132,119,48,83,0,0,0,0,6523,1,18,383,0,0,0.2,0.100783875,383,0,0,0,1,0,1,13448,107160,0,1,0
1384,89444,11186,7642,0,0,18814,3876,4.2,5.2,1159,16.2,383,446,167,147961,36383,1,132,119,48,83,0,0,0,0,6523,1,18,383,0,0,0.2,0.107719928,383,0,0,0,1,0,1,13460,100260,0,1,0
1297,83888,10324,7154,0,0,17592,3335,3.8,5.2,1092,16.1,680,442,165,138672,34514,1,176,341,79,83,0,0,0,0,13220,1,3,680,0,0,0.5,0,620,22,0,660,3,570,2,12954,3960,0,1,0
1297,83849,10322,7154,0,0,17583,3333,3.8,5.2,1092,16.1,680,442,165,138626,34493,1,176,341,79,83,0,0,0,0,13220,1,3,680,0,0,0.5,0,620,22,0,660,3,570,2,12929,4770,0,1,0
1293,83480,10264,7118,0,0,17485,3299,3.8,5.2,1089,16.1,628,435,163,138048,34358,1,149,317,79,82,0,0,0,0,12738,1,3,628,0,0,0.5,1.029295329,590,0,0,0,1,570,2,12877,12630,0,1,0
1293,83443,10258,7122,0,0,17472,3289,3.8,5.2,1089,16.1,638,435,163,137981,34343,1,149,326,80,82,0,0,0,0,12815,1,3,638,0,0,0.5,0.75971538,598,2,0,30,3,570,2,12877,91350,0,1,0
1294,83455,10271,7131,0,0,17486,3272,3.8,5.2,1090,16.1,630,435,165,137994,34331,1,149,328,82,70,0,0,0,0,12719,1,3,630,0,0,0.5,0.646532438,590,2,0,30,3,570,2,12872,89400,0,1,0
1293,84136,10326,12055,0,0,17681,3328,3.8,8.7,1091,16.2,1204,703,262,138900,34740,1,384,463,311,45,0,0,0,0,21895,1,3,1204,0,0,0.9,1.429997149,1137,28,0,720,3,575,4,13086,70140,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,83527,10156,13119,0,0,17582,4182,4.8,9,1067,16.5,1049,750,292,138746,34750,1,382,476,174,16,0,0,0,0,21944,1,3,1049,0,0,0.9,0.859106529,986,30,0,745,3,495,2,13259,8730,0,0,0
1262,83463,10150,13099,0,0,17565,4195,4.8,9.6,1067,16.5,1050,747,291,130204,34720,1,382,477,174,16,0,0,0,0,21899,1,3,1050,0,0,0.9,0.377041306,987,30,0,745,3,495,2,13245,41640,0,0,0
1262,83426,10143,13099,0,0,17558,4198,4.8,9.6,1067,16.5,1047,747,291,130154,34706,1,382,475,173,16,0,0,0,0,21865,1,3,1047,0,0,0.9,0.336203362,984,30,0,745,3,495,2,13247,48780,0,0,0
1262,83420,10143,13099,0,0,17553,4198,4.8,9.6,1067,16.5,1047,747,291,130146,34702,1,382,475,173,16,0,0,0,0,21865,1,3,1047,0,0,0.9,0.338493292,984,30,0,745,3,495,2,13244,48450,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623,102312,4602,470,0,50.5,9395,5782,5.3,0.4,741,14.2,372,28,20,128317,19495,35,115,154,54,14,24738,55.1,7862,36.2,8853,1,850,372,0,0,0.3,0,365,6,0,65,3,30,5,5760,3150,0,1,0
609,100572,4581,470,0,50.6,9382,5735,5.4,0.4,727,14.5,370,28,20,126100,19469,34,110,149,63,14,24687,55.2,7880,36.2,8780,1,848,370,0,0,0.3,9.286592866,353,5,0,60,3,360,2,5810,32520,0,1,0
600,99482,4500,410,0,50.3,9242,5697,5.4,0.3,715,14.5,411,25,19,124675,19188,34,135,140,88,14,24334,54.9,7804,35.9,5957,1,843,411,0,0,0.2,0.092272203,406,5,0,60,3,0,1,5797,26010,3,1,0
591,102550,5230,410,0,0,10821,5877,5.4,0.3,737,16.4,490,25,19,127627,22556,38,135,203,95,19,27233,0,0,0,5356,1,1045,490,0,0,0.2,0.141342756,485,5,0,60,4,0,1,7359,42450,0,1,0
583,101336,5128,476,0,45.7,10595,5856,5.5,0.4,727,16.2,1369,29,23,126154,22332,40,390,359,269,311,27100,48.6,7612,35.6,31696,1,673,1369,0,0,1,0.174978128,1362,4,0,40,4,90,2,7226,34290,0,1,0
583,100403,5128,476,0,45.8,10595,5837,5.5,0.4,726,16.2,1149,29,23,125293,22332,40,214,325,259,311,27100,48.6,7612,35.8,15417,1,754,1149,0,0,0.5,2.777777778,1145,4,0,40,4,0,1,7226,720,0,1,0
583,100191,5117,432,0,45,10554,5832,5.5,0.3,726,16.2,1134,27,21,125064,22222,40,207,318,259,310,26989,47.9,7562,34.8,14123,1,760,1134,0,0,0.5,0.324825014,1131,3,0,30,3,0,1,7133,238590,2,1,0
618,102116,5280,568,0,42,10869,5849,5.4,0.4,753,15.9,811,32,25,127705,23308,41,200,314,237,19,28384,44.7,7912,32.2,12738,1,765,811,0,0,0.4,4.7514518,799,12,0,99,3,0,1,7411,86100,1,1,0
621,100157,5240,443,0,41.9,10669,5815,5.5,0.4,758,15.5,938,23,20,125744,22674,43,348,289,242,16,27614,45,7996,31.5,8978,1,425,938,0,0,0.3,0,915,23,0,220,4,0,1,7017,1530,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1472,379572,10458,48646,4,0.8,19994,65427,14.7,9.5,2862,13.3,12053,729,238,511882,52796,157,4634,3946,3096,220,60234,0.7,1892,3.7,75013,1,0,12053,0,0,0.7,0,10974,451,0,6139,5,7983,5,16348,0,189,5,0
1472,379572,10458,48646,4,0.8,19994,65427,14.7,9.5,2861,13.3,11883,729,238,511790,52796,191,4607,3902,2978,205,60217,0.7,1892,3.7,73225,1,0,11883,0,0,0.6,0,10806,434,0,6219,5,8478,5,16348,0,163,1,0
1472,379572,10458,48646,4,0.8,19994,65427,14.7,9.5,2861,13.3,11883,729,238,511790,52796,191,4607,3902,2978,205,60217,0.7,1892,3.7,73225,1,0,11883,0,0,0.6,0,10806,434,0,6219,5,8478,5,16348,1530,174,1,0
1472,379577,10458,48646,4,0.8,19994,65428,14.7,9.5,2861,13.3,11598,729,238,511795,52796,179,4590,3580,3044,205,60217,0.7,1892,3.7,71589,1,0,11598,0,0,0.6,1.77148847,10455,432,0,6219,5,8838,5,16348,9540,90,1,0
1472,379578,10458,48646,4,0.8,19994,65428,14.7,9.5,2861,13.3,11575,729,238,511795,52797,165,4590,3565,3050,205,60216,0.7,1892,3.7,71479,1,0,11575,0,0,0.6,1.64556962,10447,421,0,6074,5,8778,5,16348,9480,90,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8921,768905,78753,110835,188,26.7,134487,131178,14.6,8.2,8365,17.8,43995,4453,1051,1359155,273599,787,4404,13278,24800,726,331426,26.2,83020,28.3,371914,1,0,43995,0,0,1.6,0.94639866,40321,2765,0,21919,5,15942,5,84864,59700,370,5,2
8760,753925,77215,106026,192,26.5,131795,130072,14.7,7.9,8265,17.6,56772,4323,1038,1337486,268167,760,4322,13009,24123,14558,324837,26.1,81226,28,360274,1,0,56772,0,0,1.6,0.802603037,53252,2721,0,20981,5,12882,5,83262,13830,369,5,2
8653,743145,75919,107810,191,26.2,129672,129400,14.8,8.2,8160,17.5,44437,4351,1027,1320642,264867,772,4289,12786,25862,728,320302,25.8,80079,27.8,375958,1,0,44437,0,0,1.7,0.606375606,40961,2657,0,20291,5,13115,5,82219,28860,286,1,2
